building_id,damage_grade
994666,3
28847,3
714992,1
109121,3
1012422,2
585434,2
855135,2
567382,3
502816,2
46087,3
866428,1
747228,3
791232,3
323132,3
714536,2
103150,2
362271,3
636850,2
553289,2
344440,1
372036,3
305167,2
725971,3
576776,2
105263,2
427614,2
6687,3
597851,2
718625,2
863640,2
1009447,3
373906,3
966501,3
210941,1
482739,2
899971,3
681056,2
1014472,3
749932,3
23219,1
53345,3
136213,2
605447,1
809060,2
652209,3
727837,3
1032990,1
897544,2
871528,2
1034863,2
1050709,2
377444,2
241234,3
1050484,3
687832,2
918091,3
242654,2
919892,3
595361,2
100219,3
60826,2
467543,3
854686,2
209536,2
66895,3
782275,2
113359,1
634782,2
233105,3
325459,2
667263,2
856149,3
740762,2
546810,3
996002,2
343237,2
970175,2
685126,2
821447,2
804977,3
545146,2
174569,3
172115,2
628448,2
201683,2
651179,3
271148,2
492369,2
715187,1
1012269,2
193801,2
643092,2
544815,2
648547,3
904407,2
730237,3
891875,3
833765,1
472184,1
1027380,3
163978,3
1033087,2
525601,3
184613,2
986403,3
600443,3
1024327,2
139073,2
922119,2
593816,3
952561,2
849100,3
905240,3
527830,2
940167,2
640143,1
1025055,2
838354,3
601338,3
536660,3
357747,2
338213,3
244497,2
462859,3
365917,2
815244,2
710900,2
553876,2
413019,2
206776,2
804600,2
860736,3
216138,3
211513,2
957494,3
922879,3
362812,3
346086,2
987702,2
743419,2
1032458,2
11476,2
514056,2
410874,2
526394,3
114029,1
939513,3
328666,2
564978,3
419271,2
359819,3
1031226,3
135290,3
216381,3
6964,3
500645,2
1052334,2
892078,1
1017197,3
257211,3
483806,2
256626,2
893873,3
51776,2
719257,3
529512,2
362185,2
719410,2
581682,2
382513,3
612411,3
37208,2
62516,3
226334,3
842563,2
276138,2
648646,3
460570,1
851490,2
572789,3
472997,2
366849,2
447628,3
441081,2
111857,3
331070,3
258364,1
456479,2
152017,2
173885,2
749187,2
529010,2
1051586,3
9092,2
164936,2
858286,2
636063,2
910761,2
27139,3
883432,2
567694,2
932516,3
827765,2
165795,2
71256,2
658233,3
397236,2
422641,2
130320,2
1006486,2
786014,3
915818,3
1004985,3
291376,2
335508,1
259747,2
36068,3
620972,2
40960,3
393792,2
155437,2
1043084,2
418043,3
601569,1
601916,3
849239,2
886298,3
643996,1
458626,2
359465,3
534947,2
551472,3
154041,3
259535,2
770653,2
999810,3
47964,3
790718,2
765287,2
371523,2
275987,2
267527,2
766411,3
283149,1
521259,2
282090,2
877949,2
78615,1
351875,1
820354,2
362713,2
387984,2
386874,2
41757,3
967617,2
63011,2
449138,2
44536,2
587483,1
159373,2
416725,1
249377,2
195807,3
274111,3
540470,2
28353,1
771548,3
127023,2
90487,2
791039,2
25631,3
146429,3
425716,3
254684,2
454294,2
716516,2
589956,1
129635,2
781353,2
838159,2
732746,2
807772,3
888446,3
912106,2
996701,1
6766,2
846116,3
854452,2
1002081,3
348066,2
902696,2
516884,2
254568,2
654604,3
747858,2
135181,2
358831,2
1034502,2
987171,3
547441,3
432320,3
386247,2
1040237,2
291492,3
636688,3
424076,2
218111,2
256534,2
769931,1
841695,2
759803,2
713806,3
188589,3
171889,3
428952,1
597625,2
561718,2
144706,3
866228,3
260659,3
668604,2
1033160,3
502417,2
1049075,2
442115,2
708310,3
182035,2
808934,3
655702,1
802228,2
563190,2
816039,2
44856,2
186499,3
493982,1
22560,3
857735,3
315186,2
650233,2
233094,3
620924,2
176303,2
195459,2
118650,2
497822,3
864420,3
340091,2
843805,2
24730,2
151515,2
420984,3
481076,2
431972,3
203749,3
519088,2
580624,3
548309,2
887315,3
1019013,2
147570,2
119073,3
375591,2
513488,1
675516,2
234997,3
1810,2
436751,2
558729,3
834786,2
17680,3
755592,2
235914,2
348712,2
628950,3
750798,2
177089,2
85006,2
886227,1
338078,2
882572,2
856075,1
641567,2
189994,2
640643,3
122184,3
295586,2
1009776,2
534004,3
920759,2
619768,1
279584,3
886109,2
158211,1
402564,3
302466,3
1039197,2
842838,2
309216,3
820522,1
641903,2
601783,2
128836,2
582147,3
767855,2
502840,2
655272,3
732559,3
585057,3
999533,3
437960,3
293153,3
182533,3
207424,2
283156,2
165015,2
686653,1
221396,1
407767,3
842290,2
115053,2
640648,3
215237,3
1051512,1
636332,2
916359,2
872467,2
277270,1
957630,1
418361,2
700392,2
908947,2
759543,3
181271,1
731208,2
107329,3
941110,3
216521,2
526884,2
388561,3
611997,2
1031128,3
103190,3
914896,2
687468,3
957221,2
868984,3
314757,2
840533,1
444696,3
455114,2
807799,3
911485,1
65318,3
144961,3
232354,2
819749,2
692991,3
830804,2
352607,2
629499,2
761754,3
516374,1
425775,2
478376,2
492722,2
1032034,2
601086,2
374044,3
1026032,2
254308,2
681884,2
105916,2
599553,3
26137,2
411028,2
767042,3
954522,2
524873,3
513416,2
256940,2
909742,2
676738,3
131414,2
488451,3
488733,2
448569,2
753513,2
526850,3
928692,3
90100,3
979943,3
34861,2
566846,2
193090,1
984478,2
484001,3
82020,2
684712,2
177218,1
763185,2
717570,3
126167,3
441609,3
143238,3
230792,2
168030,2
49114,3
426372,3
111325,2
592162,1
963392,3
620678,2
915496,2
204641,2
844855,3
403888,1
29399,3
379018,2
90254,3
584069,3
958588,3
507076,2
976577,2
241483,2
942912,2
199776,2
1017895,2
479144,2
925572,2
987820,3
893149,3
224570,2
444066,2
50314,2
802517,2
705561,2
502958,2
357388,2
485981,3
218181,3
453026,2
142012,1
972784,2
487197,1
680601,3
322868,2
799060,3
704538,2
592542,3
475335,2
799413,3
851449,3
59034,3
397989,3
984737,3
467538,2
529136,2
1029086,3
8151,2
474560,3
279389,2
942657,2
703043,3
269837,2
789232,2
585663,1
731098,3
989760,2
786323,2
1050226,2
371543,2
940473,2
46585,2
699706,3
622182,2
66698,2
234640,3
264912,2
742935,2
1033314,3
69566,2
87368,2
409608,2
682739,2
434799,3
458698,2
857726,2
237883,3
727019,2
471877,3
719836,2
787177,2
598458,3
136600,1
788837,2
910837,2
1035033,2
479870,3
945683,2
292485,2
525697,2
315787,3
477780,2
246763,2
134622,2
251382,3
174497,2
989183,2
376248,1
934627,3
144549,2
933726,3
367018,2
512688,2
123344,2
465152,2
900720,2
611283,3
327862,2
181219,2
912345,2
346010,2
1030269,2
384512,2
831780,2
1014772,3
333381,2
489425,2
17093,1
121199,2
140592,3
856567,3
740054,3
497482,3
72506,2
499633,2
447830,2
599004,3
364347,2
317092,1
622176,2
289555,2
907243,2
799708,2
448596,2
508434,3
297336,3
106467,1
772667,3
699277,3
435879,2
713704,3
128519,3
385266,2
654174,2
554068,1
828774,3
269590,3
339730,3
79306,2
431749,3
1001632,2
685753,2
899916,3
231968,2
589004,3
98416,2
835407,2
867241,3
815072,3
269723,2
651487,3
659106,2
545339,3
779818,3
100303,2
674439,1
708765,3
518986,2
753457,1
476824,2
1052767,2
938536,1
975175,3
867178,3
326571,3
1048710,3
47296,2
78356,2
171197,2
432111,2
1038507,2
829512,2
1050921,2
215822,2
110671,2
593648,2
64720,3
432090,1
65725,3
376967,2
607667,2
352067,3
610437,2
24140,2
431166,3
376610,2
395543,2
318756,2
721912,2
48548,2
195518,2
333327,2
191620,2
571909,2
965982,2
599198,3
451023,2
432118,3
673587,3
968249,2
987280,2
738416,2
524393,2
555017,2
672753,2
838385,3
235332,2
687259,2
629399,2
221120,2
471698,2
685885,2
251467,3
490527,3
900197,2
799541,3
165071,2
691807,2
815887,3
124425,3
825243,2
527214,2
579053,2
317968,2
307065,2
979251,3
896491,2
808685,2
745224,3
712736,2
847603,1
16447,3
42204,1
412686,2
728128,2
400456,2
309769,3
741244,2
234983,2
300400,2
591518,2
510695,1
966043,3
274084,3
455360,3
621354,3
395931,3
880926,2
521,2
180817,2
680183,1
177948,1
96663,2
904552,2
873577,2
669920,3
248637,3
227076,3
21064,3
1001886,3
597649,2
787592,3
162720,2
706012,3
321281,3
700909,2
997898,1
171818,3
660673,3
225969,1
244503,3
606031,2
879569,2
515652,2
182398,3
774410,1
984099,3
961047,2
1048144,3
587651,3
812885,2
464319,2
759038,2
157485,2
72529,3
764811,3
569834,3
900036,2
307926,3
603117,3
562574,3
497772,2
847045,2
1035613,2
307844,2
541524,2
204567,2
395204,3
178070,3
38399,3
340232,2
467536,2
731407,2
759923,3
63025,1
689705,2
894911,2
697314,2
629576,3
830236,2
214834,3
378823,2
240689,2
848660,2
958388,2
616088,2
569859,2
758782,2
416309,3
653764,3
1000158,1
230105,2
558921,2
281448,2
549895,3
216743,1
922516,2
450057,2
390197,2
397198,2
620964,3
556936,2
537749,2
511775,2
971322,2
311680,2
445382,3
57163,2
468276,3
783748,2
675909,2
22155,3
122278,2
179698,2
371125,3
260974,2
314606,2
27211,2
416842,2
473794,3
707485,2
148042,2
343317,1
565729,2
251484,2
626362,2
564787,3
221356,2
761331,2
281141,3
693271,1
507936,2
3429,3
286994,2
39770,3
514904,2
255974,3
211558,2
899179,1
978971,3
926117,3
576385,2
230287,2
35485,3
550111,3
955468,2
733328,2
815556,2
872486,3
961446,2
997653,2
886362,3
30858,2
899564,2
154450,2
556425,2
822277,2
903152,2
135814,3
483077,3
492884,2
257609,2
772935,2
281099,3
297751,2
684741,2
1041981,2
447730,3
822020,3
1000522,2
681660,2
767742,2
536277,3
450840,2
976575,2
256356,2
468222,1
850377,2
492024,2
34545,3
226411,3
302787,2
504987,3
460279,2
1023599,3
192890,3
50212,3
754889,2
41051,3
113752,3
731418,2
179142,2
800926,3
499599,3
29319,2
793407,3
935941,2
250183,2
1028593,2
817425,2
762434,2
127666,2
502989,3
179394,3
525117,2
217916,2
474337,2
112748,2
194353,1
155942,2
448408,3
147630,2
382777,2
107983,2
598222,2
858948,1
688584,2
679587,1
610422,2
792940,2
770310,3
664830,1
592307,2
20378,1
103091,3
660588,3
734033,3
932036,2
481493,2
481494,1
174563,2
133122,3
489811,3
54176,3
249831,2
928105,2
816500,3
49754,3
924391,2
287168,3
1014722,3
834605,3
365672,2
582164,2
543350,3
676580,3
998190,2
557287,2
345085,1
311552,3
528942,2
765833,2
94492,3
619287,1
582129,2
902113,3
571206,2
269296,1
95201,2
271582,2
301285,3
653249,2
254958,3
979995,3
740111,2
826572,2
595711,3
229322,3
941681,3
378548,1
425143,2
306752,2
159015,1
332596,2
665065,2
1017699,2
189052,1
743127,3
809412,1
1036030,2
614836,2
978149,2
478052,3
389809,2
853050,1
627344,2
920580,2
819184,2
762329,3
370594,3
311074,2
225497,2
93140,2
456549,2
472396,3
353307,2
1021315,3
620065,2
18450,2
440966,3
650381,3
148954,2
684244,2
358518,2
697205,2
115733,3
340603,2
208231,2
812120,3
47352,2
131248,2
17247,2
538310,2
719944,2
524879,2
78675,3
73579,3
442458,3
868341,2
741585,2
470528,3
100510,3
647348,2
797079,2
825161,2
883838,2
101431,3
755670,2
485340,3
96428,2
448406,1
469299,2
867653,3
533197,2
970138,3
478890,2
616498,2
834226,1
366612,2
687222,2
610311,3
252915,2
779427,2
407484,3
209156,3
738985,3
328917,3
774336,2
329127,3
57468,2
14558,1
491955,2
478494,2
224503,2
45890,3
1051455,2
972486,3
764959,1
303170,3
761687,2
347636,1
888581,2
903163,3
640196,3
425670,2
546525,3
765580,3
921729,3
930378,2
41180,2
851990,2
28959,3
33468,2
182205,2
354447,2
559297,3
450269,2
528367,3
552391,2
846604,2
1012718,2
1017316,2
902275,2
416507,2
590724,2
909353,2
611164,3
226393,2
427808,3
1028477,2
477572,2
426767,3
702021,1
1000364,3
363924,2
853015,2
1040077,2
127909,2
546247,2
1146,2
562051,3
489034,2
1017209,1
272884,2
520769,2
659949,2
67833,2
606169,3
98409,2
805941,3
1048612,3
273102,2
689734,3
726252,3
305829,1
743299,3
968842,3
400145,2
1007921,3
733964,3
782087,2
339944,3
844135,3
175763,3
633474,2
419714,2
121129,3
377600,2
367287,2
940746,2
593185,2
346552,3
468879,2
59996,2
734117,3
827120,1
679333,3
539930,2
835167,2
405324,2
666805,2
467203,2
608729,2
32978,2
184848,2
214975,1
330025,2
84642,1
343794,2
426515,2
705917,2
762732,2
78671,3
412648,1
1043633,3
402742,2
147804,1
150322,3
1036778,2
978662,3
721578,3
726445,2
702161,3
461423,2
92961,3
133834,1
745063,2
761518,2
71981,2
1013099,2
316397,2
473157,2
1037998,2
749140,2
404193,2
411736,2
669697,2
473744,2
612829,2
305581,1
546771,1
555191,3
37552,3
756859,2
804533,2
370612,3
933005,2
525902,2
357575,2
969857,2
713094,3
525021,2
882630,3
112127,2
533327,2
283205,2
47366,2
226085,3
603846,2
624405,2
930482,2
848437,2
472757,2
213955,2
986857,2
152263,2
975355,2
773070,2
119517,3
774541,3
47326,3
238016,2
439354,2
509129,1
451258,2
862012,1
223918,3
426215,1
441539,2
993227,3
570084,2
998291,3
696139,2
654578,2
842470,2
162312,2
862144,3
100987,2
254376,3
377025,2
520553,2
362400,2
970243,2
64676,1
82628,2
734488,2
375843,3
526822,2
456384,2
979204,1
904138,3
609208,3
914173,1
1030776,2
763346,2
60944,2
264770,2
958723,3
772159,2
476843,3
406616,3
926147,2
696250,3
466103,3
961527,3
112580,2
712246,2
917717,2
309885,3
298553,2
426805,2
1052162,2
141297,2
218078,2
163380,2
350932,3
849081,2
510438,3
516050,2
823926,2
647194,3
203892,2
511375,1
283634,3
123374,3
475480,2
518678,3
902383,2
957699,1
513736,2
235812,2
1020092,2
415523,2
189082,2
413346,3
119584,2
250437,3
983590,3
163948,3
213455,3
732228,2
212554,2
614774,2
812591,3
578398,2
836590,1
1046142,1
674206,2
86353,2
993030,3
544132,2
65633,2
1036480,3
19121,3
1014442,2
459053,2
182475,2
240972,2
304716,2
764369,3
29596,2
613186,2
303583,2
1018501,2
307692,2
436793,2
484330,3
309617,2
291351,3
125792,2
146417,2
214453,2
227284,2
787778,2
613437,3
817075,2
631474,2
38426,2
507533,3
917033,2
720358,2
265250,3
299565,2
812878,2
27717,2
4360,2
334106,2
397356,2
160352,3
375593,2
670374,2
470579,2
891414,2
767592,2
134004,3
283035,3
437085,2
333664,2
480460,3
841967,2
904837,2
50301,2
904433,2
1051266,2
839247,3
224630,2
456411,3
293812,1
854988,2
966037,2
281262,2
919433,1
337496,2
105787,2
898462,2
156541,2
88253,2
417040,2
70637,3
335281,1
201953,2
845679,2
946384,2
503949,2
430999,3
618828,3
664431,2
924078,3
215682,2
242158,3
333945,1
315028,1
165099,1
858043,3
785849,3
264088,2
852832,3
473559,2
445745,2
417521,3
750589,1
937176,2
533802,2
619667,2
618554,3
928760,2
515441,3
522474,2
473339,2
577202,2
715954,2
808869,2
612883,2
762635,2
486048,2
708900,2
222767,2
317607,2
774199,3
347488,2
360928,1
869293,2
438483,2
508559,3
906543,3
510267,2
359218,2
768762,2
225178,2
607099,2
603828,2
117153,3
611433,2
268125,3
711199,2
444393,3
587875,2
508744,3
651635,2
624980,2
46642,1
1045249,2
142391,3
777621,3
492617,2
358933,3
1050748,2
821096,2
226864,2
721828,3
850843,3
217210,2
758179,2
973485,3
151006,1
177147,2
312102,2
561404,2
863015,2
1050136,1
446504,3
498899,3
290626,2
483576,2
949661,3
1032432,2
823805,1
416337,2
518539,2
675504,3
291381,1
322942,2
450666,3
191902,3
266433,2
881714,2
222457,1
113586,3
204104,2
392823,3
89747,2
829775,2
54685,2
6053,3
186783,1
21111,2
87065,2
588301,2
570129,2
788750,2
235434,3
298373,2
429150,3
555120,2
708684,2
1002231,2
971699,2
336903,2
831007,3
380765,2
978758,3
593209,2
103293,2
1008961,2
154357,2
252223,3
694633,2
378466,2
301441,3
402388,3
188410,3
391204,1
488373,2
13245,2
554059,2
217239,3
694765,2
279949,2
176281,3
644189,2
183077,3
352683,2
340658,2
633490,2
454955,3
755420,2
720693,2
832638,3
525531,2
335658,3
950949,3
34052,2
519669,3
751842,2
973580,3
454468,2
818663,3
482928,3
359018,2
470035,2
770202,3
438881,3
119599,2
809114,1
636299,3
309187,2
317821,3
922388,2
697482,2
644534,3
830905,2
970069,2
443750,3
748959,2
130340,3
804162,2
539873,1
152232,3
887602,2
881063,2
319797,2
886246,3
599729,3
858659,2
440252,2
15380,2
514242,2
886276,2
734846,2
606782,2
582441,3
147436,3
245196,3
343330,3
137509,2
77641,2
647333,2
27756,2
983182,2
641939,2
554547,1
862838,2
379181,3
513524,2
397317,3
325983,3
601278,2
1032790,2
846430,2
211008,2
444113,3
254593,3
149899,2
890674,3
299469,2
466559,2
801842,3
777831,1
176267,2
192483,2
590757,3
942627,1
288287,2
654211,3
547989,3
865989,3
389308,2
278045,3
768931,3
528480,2
159722,3
1038530,1
648709,3
944895,2
892900,1
681200,2
38202,2
174818,2
834911,2
985695,2
996613,2
217911,2
20890,2
444322,3
1047829,3
767388,1
305659,2
949534,3
528155,2
166947,2
854892,2
571030,2
198783,3
608811,2
937220,3
279824,3
28208,2
851356,1
741469,1
333586,2
236612,2
33018,3
80952,3
434195,3
999106,2
756678,3
931896,2
151264,2
170064,1
899439,2
333220,2
179989,3
858259,1
1047077,2
117241,3
392291,3
743624,2
801909,3
39837,2
345172,3
37787,2
967312,2
344339,2
147601,2
973754,1
933834,3
653753,3
38552,3
59165,2
468373,2
532950,2
825402,3
824964,2
283824,2
966238,3
142411,2
710611,3
427382,2
484147,2
234498,2
773895,2
916813,2
716670,3
417574,3
210101,2
247747,3
412580,2
76908,3
59514,2
180793,3
934289,2
316200,2
1050204,3
735258,3
740059,3
133273,3
914591,2
281555,1
236824,1
898041,2
630981,1
75460,1
975892,3
577242,3
642405,2
974499,3
1006245,1
180531,3
516520,2
44413,3
414218,2
712169,3
288807,2
315383,3
849681,2
638939,3
233785,2
207565,2
54449,2
993998,2
508187,3
98649,2
237326,2
747627,3
355296,3
848269,2
543765,2
679380,2
690802,3
680371,2
376771,2
548578,3
819990,2
14462,1
903351,2
217853,3
825090,2
389862,3
472747,1
707677,2
658921,3
594586,3
880755,2
83231,3
752449,3
181755,3
425218,2
316575,3
413964,3
127610,2
225745,2
135795,3
487747,3
679796,3
226258,2
1038971,2
108422,3
215370,2
1017322,3
442586,3
399990,3
221890,2
306998,3
397112,2
929787,3
725260,2
965345,3
81812,2
827254,2
422708,3
756278,3
524214,2
420143,2
994202,2
1019562,3
568268,3
996850,3
667576,1
197399,1
892653,2
898170,2
79952,2
922847,3
1017585,2
493487,3
700427,2
205448,1
795065,2
523757,3
759062,1
549970,2
79525,2
612143,3
402627,2
717562,3
1026126,2
699907,1
1042051,3
965454,2
637634,2
535831,3
954437,1
854847,1
306059,2
300503,3
967353,2
797160,1
190575,2
232214,1
357989,2
494896,2
22286,2
128306,3
762310,1
666988,2
296096,2
327033,2
361482,2
745784,2
1033753,2
584273,2
1041344,2
108125,1
765999,3
255579,2
232308,3
986100,3
198664,1
720299,2
107973,2
583747,3
837851,2
416944,2
59320,3
76146,3
807349,2
667378,2
28551,1
952980,3
111419,2
243182,3
7692,3
441987,3
989375,3
904896,3
781192,2
30347,2
918349,3
111177,2
577365,2
561026,2
980630,3
600466,2
396187,2
636528,2
973801,2
736237,2
92693,2
732284,2
88932,3
452143,2
318654,2
125452,2
678758,3
152105,2
141600,3
75117,2
299395,2
814611,2
68621,2
972558,3
717657,3
182425,2
808276,3
176170,3
740311,2
1019459,3
942713,2
190893,2
641044,2
786362,1
413125,2
506746,3
650010,3
995551,3
98063,3
787343,3
3355,2
489639,2
845606,3
209428,2
621845,2
486478,2
416017,2
367579,3
832337,1
617483,2
576121,3
403413,2
744889,2
46363,2
633247,1
810175,1
133921,1
91239,1
64018,3
990235,2
122900,2
1047091,3
332059,2
627475,3
863046,2
807966,2
500200,3
273955,3
507548,3
502419,3
601629,2
633126,2
427208,3
312238,2
104293,3
72771,2
594349,2
723769,1
315727,3
944292,3
15209,2
496004,3
982088,2
295664,2
627478,2
111439,3
559714,2
317844,2
655636,2
304651,3
986448,3
503264,3
220576,2
400888,2
113458,2
390005,3
416539,3
221891,2
806155,2
1050177,3
337996,2
803111,3
722297,2
865783,3
346578,3
526447,3
355593,2
1037759,2
991366,3
525360,2
812274,2
765726,2
582790,2
279314,2
1008969,2
225295,3
541495,2
909339,2
603501,3
311270,2
221204,2
269493,2
873404,1
883799,2
88228,2
441118,3
293239,2
347765,2
974264,3
881834,3
349608,1
272772,3
286835,2
477346,2
577636,2
541992,3
46167,3
485430,2
812462,2
378682,2
298963,2
21052,2
218399,3
449539,3
797637,1
387465,2
771342,2
656627,2
894896,3
438156,2
270951,3
438734,2
439837,2
1017347,1
309197,2
308507,3
564893,3
493223,3
774037,2
221770,3
692842,2
641228,2
810677,3
971552,2
119443,2
307235,2
99312,3
99795,2
626628,2
836867,2
475832,2
123594,1
616164,2
576447,3
29068,2
288170,3
122129,2
921699,3
210271,3
386851,2
868559,3
139621,2
334440,2
666742,3
1001719,3
520796,3
512448,3
1003069,2
513821,2
504337,2
618439,2
103782,2
818516,3
43557,2
298794,3
122746,1
41767,2
891807,3
1025466,2
305838,3
240108,2
497243,2
259519,2
113326,2
280559,2
483319,2
754042,2
928062,2
975958,2
424832,2
823471,2
258203,1
452749,2
292213,2
718904,3
832510,1
341093,3
909777,2
878214,2
342512,2
586369,3
872015,2
826584,3
463512,2
855271,2
598701,2
206562,3
562368,3
980053,2
565340,2
552434,2
523765,3
462237,3
10333,1
738479,2
145654,3
969004,2
215128,2
806427,3
1028512,3
139580,2
488833,2
48480,2
313371,2
172723,3
999133,2
252872,2
177279,3
147699,3
960227,3
815311,2
878245,2
764983,2
435399,2
445553,2
204591,3
10492,2
695325,2
681131,3
57688,2
242105,3
662844,2
187939,2
90117,2
281536,3
630956,1
82952,3
154644,2
468658,2
830919,3
477925,2
987814,3
417922,2
567774,3
715100,1
564139,2
713144,2
398388,1
857268,2
320158,3
177747,1
88282,2
640322,2
434050,2
978734,3
135326,2
1004981,1
145951,3
376614,3
326935,2
232057,3
303352,2
531408,2
113608,3
700118,2
183937,1
174090,2
202722,2
642336,3
369063,3
462707,3
918514,3
983029,2
397659,2
707207,1
33273,1
91844,3
443635,2
334356,2
19073,2
716762,3
231266,2
170530,2
933,2
1051427,2
611041,2
962496,3
413120,2
264368,3
317474,3
362887,2
822845,2
705441,2
934509,3
564096,2
453359,2
420885,2
409223,3
603062,2
919120,2
241397,2
599977,2
1022084,3
969395,2
430761,2
332459,2
891379,2
155650,2
896935,2
149377,3
907550,3
402736,3
445314,2
622458,2
782870,2
34467,2
712605,2
971132,3
207598,2
221637,2
228305,2
900478,3
766547,2
88679,3
902077,3
314536,2
66518,3
767056,1
59630,2
608856,3
261556,3
662991,2
353128,1
121275,3
331300,2
1039825,2
653571,3
40,2
581729,3
759095,2
351031,2
805992,2
788010,3
845998,3
258494,2
103372,1
880909,3
902011,2
809169,2
13092,2
964550,1
790910,3
114498,2
861966,1
912760,3
917505,2
639908,2
221288,3
959438,2
952189,2
573805,2
206059,3
999754,2
836323,3
206878,3
272250,2
839624,3
510846,2
436300,2
947987,3
259953,3
831839,3
632432,2
779991,2
445519,3
551856,2
853900,2
55151,1
346426,2
738866,2
682408,2
445055,2
610533,3
874899,2
481351,2
701805,2
50134,1
929432,1
621486,3
1032176,2
738872,2
915260,2
323096,2
422727,3
119062,1
1024476,2
276881,2
312022,2
763867,2
688840,2
605733,3
362133,3
784760,3
347386,2
796876,3
741266,2
38835,2
873242,3
46067,2
680704,3
686989,2
327683,2
723323,3
879327,3
896475,1
16293,3
13350,2
357900,2
965886,1
453667,3
836790,3
919784,2
804086,3
953180,3
914989,3
600696,2
521128,2
302986,1
787176,3
601555,2
402229,2
1050461,3
553423,3
877663,3
143268,2
430140,2
40179,2
1000488,3
987283,2
388792,2
655826,2
493570,1
659772,3
1050131,1
613806,2
449577,3
697010,2
986737,2
1044749,3
728576,3
883481,2
470187,2
762318,3
655913,2
367737,2
751898,2
273664,2
90302,2
288823,2
971066,2
472386,3
696020,3
419422,2
257515,2
655536,2
734577,2
743029,3
807848,3
742825,2
1007866,2
89093,2
212191,3
690273,2
646691,1
659151,2
783770,3
442925,2
585475,2
876625,2
866978,2
270807,3
542481,2
946493,2
434874,3
250667,2
159184,3
129184,2
1014734,3
687990,2
1047611,3
319921,2
542846,3
1029200,2
351436,2
764643,3
430810,2
406081,3
92054,2
240425,2
894479,2
696001,3
51454,3
764806,2
168302,3
250920,2
80899,3
133628,2
851931,2
536640,2
744270,2
692463,3
306301,3
566932,3
375969,2
383117,2
618203,3
488539,3
599275,2
677282,3
91515,3
501505,2
317893,2
579525,3
624104,2
565382,2
549050,2
40864,2
760430,2
625090,1
893123,2
1008432,3
407008,2
581041,3
637136,2
445005,3
168967,2
344228,2
686230,2
674117,3
79366,3
637009,3
245055,2
882200,2
308113,2
316160,3
1042622,3
871619,2
94092,2
6301,2
430407,2
214510,2
818102,2
392077,2
547152,2
646496,3
146265,2
857715,3
501971,2
453125,3
58768,2
444465,2
370093,3
673677,2
689905,2
679573,1
42044,3
88422,2
701478,2
106003,2
354614,3
824914,1
450759,3
643772,2
642209,3
619208,2
329993,2
567103,3
220799,2
786248,2
702225,2
54306,2
806059,3
985840,3
633909,2
556645,3
930881,2
633570,2
391604,3
292172,2
881626,2
130910,2
322950,2
812910,1
72389,3
447208,1
214877,2
633415,2
59388,3
39101,2
323115,2
772254,2
968882,2
557613,3
637044,2
419626,2
386739,3
1035795,2
357379,2
704324,2
888171,2
665334,2
1015264,2
797730,2
673526,3
706595,3
125565,3
303768,1
899200,2
152875,2
319738,1
161894,2
896148,2
293104,2
552235,3
632801,2
57993,3
412622,2
589504,3
217522,3
544035,2
549624,2
248306,2
535182,2
213919,2
210913,2
1051689,2
902704,3
505552,3
399429,2
250431,2
194757,2
44261,3
667872,2
17881,2
830020,3
55538,3
555298,2
599246,2
218950,3
326482,1
215255,1
972744,3
712719,1
221175,3
246009,1
180414,3
715379,2
571358,3
733590,1
153846,2
477635,2
304046,3
618095,1
513576,2
543886,2
270239,2
69426,3
335327,2
806968,3
562988,3
23913,2
722595,1
463657,2
542815,2
599710,2
268533,1
473168,1
301589,3
284325,2
103053,2
33813,3
22239,2
1012097,3
868140,3
889607,2
807611,2
727881,2
656384,2
782089,2
856392,3
210357,2
733501,2
170560,2
961556,3
1035530,3
93187,2
326998,3
951749,2
194319,2
74691,2
635798,1
580093,2
22108,2
864401,2
1019524,2
521001,2
995233,2
922238,1
918133,2
749867,2
296631,3
562042,2
929029,3
1012617,2
884896,3
795594,2
962532,3
928466,3
264460,3
333721,2
244467,2
851671,3
286505,2
677357,2
75598,2
80452,2
671038,2
799551,2
918262,2
567657,2
803184,2
260351,2
835717,1
927137,2
905766,2
1022739,2
719894,1
960329,3
429312,3
772849,2
539384,2
953742,2
38671,2
867895,2
93412,2
825729,3
1024456,3
1027160,2
239079,2
719841,3
847315,1
419556,1
497706,3
353735,2
922771,2
692025,1
364277,2
578934,2
852737,3
217011,2
304293,3
922621,3
703517,2
132880,2
55392,2
1028278,3
952837,2
527012,3
64321,2
1015287,2
307420,3
593305,2
566721,3
213850,2
773669,1
939317,2
542893,3
756906,2
491373,2
780104,1
146620,2
1019940,2
271104,2
222546,3
170187,2
868592,3
1020713,2
972363,2
319711,3
104176,2
844888,2
650273,1
205781,2
558026,2
186626,1
555383,2
679209,2
877167,2
987600,3
983630,3
341940,1
912242,2
68942,3
915798,3
750455,1
889656,2
515504,3
500880,3
1009377,3
99384,3
410638,2
802371,2
362991,3
963873,2
535581,2
557963,2
490216,2
633884,2
745575,3
371994,2
337445,3
690638,2
577882,2
470520,3
544579,2
464018,3
171754,3
159661,3
353131,2
278352,2
95305,2
996914,2
21155,2
442829,1
251900,2
1025592,3
707276,2
792916,2
344053,2
280958,2
299506,2
1012356,3
92068,2
962786,2
240896,2
685658,2
346186,2
276269,3
943810,2
215268,3
147722,2
655342,2
